Time	Distance_mm	Temp_C	AccX_g	AccY_g	AccZ_g	MagX	MagY	MagZ	Ground_T	Ground_H
1.5	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
2.54	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
3.54	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
4.58	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
5.63	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
6.67	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
7.72	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
8.76	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
9.81	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
10.86	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
11.88	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
12.88	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
13.92	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
14.97	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
16.01	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
17.06	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
18.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
19.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
20.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
21.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
22.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
23.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
24.09	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
25.09	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
26.09	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
27.09	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
28.19	0.625	23.705	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
29.2	0.625	23.705	0.76046	-0.02891	0.01739	26.8387	-17.37	23.97815	9.4122	30.035
30.2	0.625	23.705	0.9532	-0.02118	0.03265	22.32415	-23.26728	-12.15643	9.4122	30.035
31.2	0.625	23.705	0.99943	-0.01727	0.03437	21.52065	-24.60695	-21.45363	9.4122	30.035
32.2	0.625	23.705	1.01102	-0.01728	0.0348	21.53594	-25.06479	-23.65663	9.4122	30.035
33.2	0.625	23.705	1.01489	-0.01728	0.03494	21.10822	-25.64779	-23.92614	9.4122	30.035
34.2	0.625	23.705	1.01489	-0.01728	0.03494	21.54364	-25.21858	-24.83673	9.4122	30.035
35.2	0.625	23.705	1.01513	-0.02123	0.03088	21.25759	-25.65694	-24.81542	9.4122	30.035
36.2	0.625	23.705	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
37.09	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
38.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
39.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
40.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
41.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
42.08	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	9.4122	30.035
