Time	Distance_mm	Temp_C	AccX_g	AccY_g	AccZ_g	MagX	MagY	MagZ	Ground_T	Ground_H
25.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	44.99008	-64.72955	44.90217	-10.4747	69.503
26.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	47.12909	-61.21347	45.6209	-10.4747	69.503
27.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	48.56974	-59.02632	43.73123	-10.4747	69.503
30.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	42.95997	-66.58304	48.69723	-28.5537	0.005
31.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	38.94726	-71.81462	49.53836	-28.5537	0.005
32.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	40.10817	-70.9706	47.42452	-28.5537	0.005
33.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	45.8512	-60.40936	41.54554	-28.5537	0.005
34.6	5.22	10.7315	-0.0151	-0.0559	-0.0195	49.22061	-31.36983	30.12171	-28.5537	0.005
35.6	4.301	10.7315	-0.0151	-0.0559	-0.0195	49.03816	-20.37236	26.51879	-28.5537	0.005
36.6	5.22	11.212	-0.0151	-0.0559	-0.0195	46.30041	-15.73392	22.05686	-28.5537	0.005
37.6	5.22	11.212	-0.0151	-0.0559	-0.0195	39.84786	-12.58696	13.32176	-28.5537	0.005
38.6	5.22	11.212	-0.0151	-0.0559	-0.0195	33.38316	-9.43453	6.66692	-28.5537	0.005
39.6	4.301	11.212	-0.0151	-0.0559	-0.0195	20.01173	6.57362	10.78075	-10.4747	70.361
40.6	5.22	11.212	-0.0151	-0.0559	-0.0195	-9.72238	11.45055	13.23696	-10.4747	70.361
41.6	5.22	11.212	-0.0151	-0.0559	-0.0195	-12.91568	14.16562	14.52664	-10.4747	70.361
42.6	5.22	11.212	-0.0151	-0.0559	-0.0195	-26.90647	9.11724	20.72672	-10.4747	70.361
43.6	5.22	11.212	-0.0151	-0.0559	-0.0195	-23.74602	11.52786	20.33287	-10.4747	70.361
44.6	5.22	11.212	-0.0151	-0.0559	-0.0195	31.77595	-23.7808	23.66531	-10.4747	70.361
45.6	5.22	11.212	-0.0151	-0.0559	-0.0195	28.50007	-56.77075	22.68299	-10.4747	70.361
46.6	5.22	11.212	-0.0151	-0.0559	-0.0195	35.5819	-66.58275	28.5372	-10.4747	70.361
47.6	5.22	11.212	-0.0151	-0.0559	-0.0195	39.88987	-66.32852	31.10525	-10.4747	70.361
48.6	5.22	11.212	-0.0151	-0.0559	-0.0195	41.18791	-60.67787	25.74621	-10.4747	70.361
49.6	5.22	11.212	-0.0151	-0.0559	-0.0195	34.17133	-50.59457	8.43336	-10.4747	70.361
50.6	5.22	11.212	-0.0151	-0.0559	-0.0195	19.64844	-20.70321	-0.59639	-10.4747	70.361
51.6	5.22	11.212	-0.0151	-0.0559	-0.0195	19.21119	-16.32132	-3.82479	-10.4747	70.361
52.6	5.22	11.212	-0.0151	-0.0559	-0.0195	23.66764	-14.87327	-3.10647	-10.4747	70.361
53.6	5.22	11.212	-0.0151	-0.0559	-0.0195	31.8733	-18.56334	2.11547	-10.4747	70.361
54.6	5.22	11.212	-0.0151	-0.0559	-0.0195	28.85717	-18.27507	-0.02091	-10.4747	70.361
55.6	5.22	11.212	-0.0151	-0.0559	-0.0195	13.91089	-18.48962	-7.48541	-12.2826	71.219
56.6	5.22	11.212	-0.0151	-0.0559	-0.0195	13.49055	-19.67722	-8.46341	-12.2826	71.219
