Time	Raw_Distance	Raw_Temp	Raw_AccX	Raw_AccY	Raw_AccZ	Raw_MagX	Raw_MagY	Raw_MagZ	Raw_Ground_T	Raw_Ground_H
2555	0	0	0	0	0	0	0	0	0	0
2655	0	0	0	0	0	0	0	0	0	0
2766	0	392	0	0	0	0	0	0	0	0
2866	0	392	0	0	0	0	0	0	0	0
2966	0	392	76	127	133	0	0	0	0	0
3067	0	392	95	157	166	0	0	0	0	0
3167	0	392	98	166	174	0	0	0	0	0
3269	0	392	99	168	176	0	0	0	0	0
3372	0	384	100	169	177	0	0	0	0	0
3480	0	392	100	169	177	0	0	0	21	39
3580	0	384	100	168	178	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
3683	0	384	100	168	177	0	0	0	21	39
3785	0	384	102	168	177	0	0	0	21	39
3895	0	384	101	169	177	0	0	0	21	39
3998	0	384	101	168	177	0	0	0	21	39
4101	0	384	101	169	176	0	0	0	21	39
4203	0	384	101	169	176	0	0	0	21	39
4306	0	384	101	168	177	0	0	0	21	39
4416	0	384	101	168	177	0	0	0	21	39
4519	0	384	101	169	176	0	0	0	21	39
4626	0	384	101	169	176	0	0	0	21	39
4658	0	384	100	167	177	0	0	0	21	39
4695	0	384	101	168	177	0	0	0	21	39
4732	0	384	101	168	177	0	0	0	21	39
4770	0	384	101	168	177	0	0	0	21	39
4807	0	384	101	168	176	0	0	0	21	39
4841	0	384	100	168	176	0	0	0	21	39
4867	0	384	101	167	172	0	0	0	21	39
4904	0	384	101	168	176	0	0	0	21	39
4943	0	384	100	168	177	0	0	0	21	39
4986	0	384	100	168	177	0	0	0	21	39
5018	0	384	100	172	175	0	0	0	21	39
5055	0	384	100	169	176	0	0	0	21	39
5085	0	384	102	176	179	0	0	0	21	39
5123	0	384	100	169	179	0	0	0	21	39
5160	0	384	101	168	178	0	0	0	21	39
5199	0	384	101	168	178	0	0	0	21	39
5230	0	384	98	166	176	0	0	0	21	39
5268	0	384	100	167	178	0	0	0	21	39
5306	0	384	101	168	177	0	0	0	21	39
5344	0	384	101	169	176	0	0	0	21	39
5381	0	384	101	168	176	0	0	0	21	39
5411	0	384	100	170	175	0	0	0	21	39
5449	0	384	101	169	177	0	0	0	21	39
5486	0	384	101	169	177	0	0	0	21	39
5524	0	384	100	169	177	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
5561	0	384	100	169	177	0	0	0	21	39
5598	0	384	101	168	177	0	0	0	21	39
5628	0	384	97	167	179	0	0	0	21	39
5671	0	384	100	169	178	0	0	0	21	39
5708	0	384	100	169	178	0	0	0	21	39
5746	0	384	100	169	178	0	0	0	21	39
5784	0	384	100	169	178	0	0	0	21	39
5824	0	384	100	168	177	0	0	0	21	39
5861	0	384	101	168	178	0	0	0	21	39
5899	0	384	101	167	177	0	0	0	21	39
5936	0	384	101	169	176	0	0	0	21	39
5973	0	384	101	170	177	0	0	0	21	39
6006	0	384	100	168	170	0	0	0	21	39
6035	0	384	102	165	172	0	0	0	21	39
6072	0	384	101	168	176	0	0	0	21	39
7374	0	384	101	168	178	0	0	0	21	39
7411	0	384	101	168	178	0	0	0	21	39
7449	0	384	101	169	178	0	0	0	21	39
7486	0	384	101	169	178	0	0	0	21	39
7518	0	384	101	168	175	0	0	0	21	39
7555	0	384	101	168	177	0	0	0	21	39
7592	0	384	101	169	178	0	0	0	21	39
7630	0	384	106	169	177	0	0	0	21	39
150	0	0	0	0	0	0	0	0	21	39
