Time	Distance_mm	Temp_C	AccX_g	AccY_g	AccZ_g	MagX	MagY	MagZ	Ground_T	Ground_H
0.0	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.893
78.78	0.625	0.641	0.02673	-2.03998	0.74862	31.84389	-9.20646	72.77127	11.2201	30.035
141.8	0.625	0.641	-0.1014	21.38995	-0.02061	31.84389	-9.20646	72.77127	11.2201	30.035
142.8	0.625	0.641	-0.0423	5.30162	-0.02101	31.84389	-9.20646	72.77127	11.2201	30.035
147.1	0.625	0.641	0.4897	1.30083	0.03253	31.84389	-9.20646	72.77127	11.2201	30.035
148.1	0.625	0.641	0.10745	0.27934	-0.00968	31.84389	-9.20646	72.77127	11.2201	30.035
149.1	0.625	0.641	0.01285	0.02298	-0.01818	31.84389	-9.20646	72.77127	11.2201	30.035
150.1	0.625	0.641	-0.01183	-0.04012	-0.01932	31.84389	-9.20646	72.77127	11.2201	30.035
151.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
152.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
153.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
154.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
155.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
156.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
157.1	0.625	0.641	-0.02547	-0.05568	0.44202	31.84389	-9.20646	72.77127	11.2201	30.035
158.1	0.625	0.641	-0.01756	-0.05585	0.08981	31.84389	-9.20646	72.77127	11.2201	30.035
159.1	0.625	0.641	-0.01565	-0.05589	0.00479	31.84389	-9.20646	72.77127	11.2201	30.035
160.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
161.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
162.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
163.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
164.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
165.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
166.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
167.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
168.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
169.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
170.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
171.1	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	11.2201	30.035
