Time	Raw_Distance	Raw_Temp	Raw_AccX	Raw_AccY	Raw_AccZ	Raw_MagX	Raw_MagY	Raw_MagZ	Raw_Ground_T	Raw_Ground_H
350	0	0	0	0	0	0	0	0	0	0
450	0	0	0	0	0	0	0	0	0	0
550	0	0	0	0	0	0	0	0	0	0
650	0	0	0	0	0	0	0	0	0	0
750	0	0	0	0	0	0	0	0	0	0
850	0	0	0	0	0	0	0	0	0	0
950	0	0	0	0	0	0	0	0	0	0
1050	0	0	0	0	0	0	0	0	0	0
1150	0	0	0	0	0	0	0	0	0	0
1250	0	0	0	0	0	0	0	0	0	0
1350	0	0	0	0	0	0	0	0	21	39
1450	0	0	0	0	0	0	0	0	21	39
1550	0	0	0	0	0	0	0	0	21	39
1650	0	0	0	0	0	0	0	0	21	39
1750	0	0	0	0	0	0	0	0	21	39
1850	0	0	0	0	0	0	0	0	21	39
1950	0	0	0	0	0	0	0	0	21	39
2050	0	0	0	0	0	0	0	0	21	39
2150	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
2450	0	0	0	0	0	0	0	0	21	39
2550	0	0	0	0	0	0	0	0	21	39
2650	0	0	0	0	0	0	0	0	21	39
2750	0	0	0	0	0	0	0	0	21	39
2828	0	0	0	0	0	0	0	0	21	39
2853	0	0	0	0	0	0	0	0	21	39
2878	0	0	0	0	0	0	0	0	21	39
2903	0	0	0	0	0	0	0	0	21	39
2928	0	0	0	0	0	0	0	0	21	39
2953	0	0	0	0	0	0	0	0	21	39
2978	0	0	0	0	0	0	0	0	21	39
3003	0	0	0	0	0	0	0	0	21	39
3028	0	0	0	0	0	0	0	0	21	39
3053	0	0	0	0	0	0	0	0	21	39
3078	0	0	0	0	0	0	0	0	21	39
3103	0	0	0	0	0	0	0	0	21	39
3128	0	0	0	0	0	0	0	0	21	39
3153	0	0	0	0	0	0	0	0	21	39
3178	0	0	0	0	0	0	0	0	21	39
3203	0	0	0	0	0	0	0	0	21	39
3228	0	0	0	0	0	0	0	0	21	39
3253	0	0	0	0	0	0	0	0	21	39
3278	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
3303	0	0	0	0	0	0	0	0	21	39
3328	0	0	0	0	0	0	0	0	21	39
3353	0	0	0	0	0	0	0	0	21	39
3378	0	0	0	0	0	0	0	0	21	39
3403	0	0	0	0	0	0	0	0	21	39
3428	0	0	0	0	0	0	0	0	21	39
3453	0	0	0	0	0	0	0	0	21	39
3478	0	0	0	0	0	0	0	0	21	39
3503	0	0	0	0	0	0	0	0	21	39
3528	0	0	0	0	0	0	0	0	21	39
3553	0	0	0	0	0	0	0	0	21	39
3578	0	0	0	0	0	0	0	0	21	39
3603	0	0	0	0	0	0	0	0	21	39
3628	0	0	0	0	0	0	0	0	21	39
3653	0	0	0	0	0	0	0	0	21	39
3678	0	0	0	0	0	0	0	0	21	39
3703	0	0	0	0	0	0	0	0	21	39
3728	0	0	0	0	0	0	0	0	21	39
3753	0	0	0	0	0	0	0	0	21	39
3778	0	0	0	0	0	0	0	0	21	39
3803	0	0	0	0	0	0	0	0	21	39
3828	0	0	0	0	0	0	0	0	21	39
3853	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
3878	0	0	0	0	0	0	0	0	21	39
3903	0	0	0	0	0	0	0	0	21	39
3928	0	0	0	0	0	0	0	0	21	39
3953	0	0	0	0	0	0	0	0	21	39
3978	0	0	0	0	0	0	0	0	21	39
4003	0	0	0	0	0	0	0	0	21	39
4028	0	0	0	0	0	0	0	0	21	39
4053	0	0	0	0	0	0	0	0	21	39
4078	0	0	0	0	0	0	0	0	21	39
4103	0	0	0	0	0	0	0	0	21	39
4128	0	0	0	0	0	0	0	0	21	39
4153	0	0	0	0	0	0	0	0	21	39
4178	0	0	0	0	0	0	0	0	21	39
4203	0	0	0	0	0	0	0	0	21	39
4228	0	0	0	0	0	0	0	0	21	39
4253	0	0	0	0	0	0	0	0	21	39
4278	0	0	0	0	0	0	0	0	21	39
4303	0	0	0	0	0	0	0	0	21	39
4328	0	0	0	0	0	0	0	0	21	39
4353	0	0	0	0	0	0	0	0	21	39
4378	0	0	0	0	0	0	0	0	21	39
4403	0	0	0	0	0	0	0	0	21	39
4428	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
4453	0	0	0	0	0	0	0	0	21	39
4478	0	0	0	0	0	0	0	0	21	39
4503	0	0	0	0	0	0	0	0	21	39
4528	0	0	0	0	0	0	0	0	21	39
4553	0	0	0	0	0	0	0	0	21	39
4578	0	0	0	0	0	0	0	0	21	39
4603	0	0	0	0	0	0	0	0	21	39
4628	0	0	0	0	0	0	0	0	21	39
4653	0	0	0	0	0	0	0	0	21	39
4678	0	0	0	0	0	0	0	0	21	39
4703	0	0	0	0	0	0	0	0	21	39
4728	0	0	0	0	0	0	0	0	21	39
4753	0	0	0	0	0	0	0	0	21	39
4778	0	0	0	0	0	0	0	0	21	39
4803	0	0	0	0	0	0	0	0	21	39
4828	0	0	0	0	0	0	0	0	21	39
4853	0	0	0	0	0	0	0	0	21	39
4878	0	0	0	0	0	0	0	0	21	39
4903	0	0	0	0	0	0	0	0	21	39
4928	0	0	0	0	0	0	0	0	21	39
4953	0	0	0	0	0	0	0	0	21	39
4978	0	0	0	0	0	0	0	0	21	39
5003	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
5028	0	0	0	0	0	0	0	0	21	39
5053	0	0	0	0	0	0	0	0	21	39
5078	0	0	0	0	0	0	0	0	21	39
5103	0	0	0	0	0	0	0	0	21	39
5128	0	0	0	0	0	0	0	0	21	39
5153	0	0	0	0	0	0	0	0	21	39
5178	0	0	0	0	0	0	0	0	21	39
5203	0	0	0	0	0	0	0	0	21	39
5228	0	0	0	0	0	0	0	0	21	39
5253	0	0	0	0	0	0	0	0	21	39
5278	0	0	0	0	0	0	0	0	21	39
5303	0	0	0	0	0	0	0	0	21	39
5328	0	0	0	0	0	0	0	0	21	39
5353	0	0	0	0	0	0	0	0	21	39
5378	0	0	0	0	0	0	0	0	21	39
5403	0	0	0	0	0	0	0	0	21	39
5428	0	0	0	0	0	0	0	0	21	39
5453	0	0	0	0	0	0	0	0	21	39
5478	0	0	0	0	0	0	0	0	21	39
5504	0	0	0	0	0	0	0	0	21	39
5529	0	0	0	0	0	0	0	0	21	39
5554	0	0	0	0	0	0	0	0	21	39
5579	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
5604	0	0	0	0	0	0	0	0	21	39
5629	0	0	0	0	0	0	0	0	21	39
5654	0	0	0	0	0	0	0	0	21	39
5679	0	0	0	0	0	0	0	0	21	39
5704	0	0	0	0	0	0	0	0	21	39
5729	0	0	0	0	0	0	0	0	21	39
5754	0	0	0	0	0	0	0	0	21	39
5779	0	0	0	0	0	0	0	0	21	39
5804	0	0	0	0	0	0	0	0	21	39
5829	0	0	0	0	0	0	0	0	21	39
5854	0	0	0	0	0	0	0	0	21	39
5879	0	0	0	0	0	0	0	0	21	39
5904	0	0	0	0	0	0	0	0	21	39
5929	0	0	0	0	0	0	0	0	21	39
5954	0	0	0	0	0	0	0	0	21	39
5979	0	0	0	0	0	0	0	0	21	39
6004	0	0	0	0	0	0	0	0	21	39
6029	0	0	0	0	0	0	0	0	21	39
6054	0	0	0	0	0	0	0	0	21	39
6079	0	0	0	0	0	0	0	0	21	39
6104	0	0	0	0	0	0	0	0	21	39
6129	0	0	0	0	0	0	0	0	21	39
6154	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
6179	0	0	0	0	0	0	0	0	21	39
6204	0	0	0	0	0	0	0	0	21	39
6229	0	0	0	0	0	0	0	0	21	39
6254	0	0	0	0	0	0	0	0	21	39
6279	0	0	0	0	0	0	0	0	21	39
6304	0	0	0	0	0	0	0	0	21	39
6329	0	0	0	0	0	0	0	0	21	39
6354	0	0	0	0	0	0	0	0	21	39
6379	0	0	0	0	0	0	0	0	21	39
6404	0	0	0	0	0	0	0	0	21	39
6429	0	0	0	0	0	0	0	0	21	39
6454	0	0	0	0	0	0	0	0	21	39
6479	0	0	0	0	0	0	0	0	21	39
6504	0	0	0	0	0	0	0	0	21	39
6529	0	0	0	0	0	0	0	0	21	39
6554	0	0	0	0	0	0	0	0	21	39
6579	0	0	0	0	0	0	0	0	21	39
6604	0	0	0	0	0	0	0	0	21	39
6629	0	0	0	0	0	0	0	0	21	39
6654	0	0	0	0	0	0	0	0	21	39
6679	0	0	0	0	0	0	0	0	21	39
6704	0	0	0	0	0	0	0	0	21	39
6729	0	0	0	0	0	0	0	0	21	39
0	0	0	0	0	0	0	0	0	21	39
6754	0	0	0	0	0	0	0	0	21	39
6779	0	0	0	0	0	0	0	0	21	39
6804	0	0	0	0	0	0	0	0	21	39
