Time	Distance_mm	Temp_C	AccX_g	AccY_g	AccZ_g	MagX	MagY	MagZ	Ground_T	Ground_H
367.32	4.301	16.4975	1.00113	-0.03693	0.16402	-31.82965	-23.37718	5.12961	-28.5537	0.005
368.32	4.301	16.4975	1.00514	-0.04088	0.16415	-31.68254	-24.13692	5.32354	-28.5537	0.005
369.32	4.301	16.4975	1.00532	-0.04089	0.15605	-32.2617	-23.95823	5.60305	-28.5537	0.005
370.32	4.301	16.4975	1.00173	-0.04089	0.14377	-32.39935	-24.55563	5.04089	-28.5537	0.005
0.0	0.625	0.641	-0.0151	-0.0559	-0.0195	31.84389	-9.20646	72.77127	-28.5537	0.005
371.32	4.301	16.4975	1.0058	-0.04878	0.14794	-31.82182	-24.58327	4.90135	-28.5537	0.005
372.32	4.301	16.4975	1.00928	-0.04089	0.15215	-32.53971	-25.30213	5.0817	-28.5537	0.005
373.32	4.301	16.4975	1.00578	-0.0409	0.13581	-32.11265	-24.4182	5.18539	-28.5537	0.005
374.32	4.301	16.4975	1.01362	-0.04879	0.14418	-31.53577	-24.1449	4.88003	-28.5537	0.005
374.32	4.301	16.4975	1.01362	-0.04879	0.14418	-31.53577	-24.1449	4.88003	-28.5537	0.005
375.32	4.301	16.017	1.00562	-0.04878	0.15604	-31.53577	-24.1449	4.88003	-28.5537	0.005
376.32	4.301	16.017	1.00181	-0.05272	0.15993	-31.96653	-24.12525	4.57606	-28.5537	0.005
377.32	4.301	16.017	1.00954	-0.05272	0.16022	-32.25584	-24.2615	4.87733	2.1806	36.041
378.32	4.301	16.017	1.00939	-0.04878	0.16023	-31.9699	-23.97341	5.01322	2.1806	36.041
379.32	4.301	16.4975	1.01284	-0.04483	0.17252	-32.11254	-24.26793	5.02819	2.1806	36.041
380.32	4.301	16.017	1.01224	0.00249	0.12	-30.81026	-24.93268	4.78582	2.1806	36.041
381.32	4.301	16.017	0.96424	0.02621	0.15073	-28.48869	-27.3032	4.35688	2.1806	36.041
382.32	4.301	16.4975	1.04183	-0.00942	0.02786	-32.65668	-29.81719	4.59492	2.1806	36.041
383.32	4.301	16.017	0.98247	-0.00145	0.07432	-30.65206	-27.20062	4.47153	2.1806	36.041
384.32	4.301	16.017	0.95206	-0.06459	-0.01618	-30.92168	-30.20183	4.04494	2.1806	36.041
385.32	4.301	16.017	1.05613	-0.0765	0.02004	-29.18364	-31.18913	3.52942	2.1806	36.041
386.32	4.301	16.017	1.00445	-0.11199	-0.03062	-29.60536	-33.12771	3.48603	2.1806	36.041
387.32	4.301	16.4975	0.97663	-0.27767	-0.06468	-20.23213	-33.87227	3.50172	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
388.32	4.301	16.017	0.7992	-0.56941	0.05734	-3.12121	-31.95702	8.96511	2.1806	36.041
389.45	4.301	16.4975	0.57529	-0.80986	0.0968	11.21625	-28.09305	18.59125	2.1806	36.041
389.45	4.301	16.4975	0.57529	-0.80986	0.0968	11.21625	-28.09305	18.59125	2.1806	36.041
390.45	4.301	16.017	0.51302	-0.88872	0.07395	15.80845	-28.75252	22.70141	2.1806	36.041
390.45	4.301	16.017	0.51302	-0.88872	0.07395	15.80845	-28.75252	22.70141	2.1806	36.041
390.45	4.301	16.017	0.51302	-0.88872	0.07395	15.80845	-28.75252	22.70141	2.1806	36.041
391.45	4.301	16.017	0.51704	-0.88084	0.05386	15.96707	-30.41937	21.7583	2.1806	36.041
391.45	4.301	16.017	0.51704	-0.88084	0.05386	15.96707	-30.41937	21.7583	2.1806	36.041
392.45	4.301	16.4975	0.52504	-0.88086	0.042	15.83019	-31.16743	21.20475	2.1806	36.041
393.45	4.301	16.4975	0.51446	-0.90058	0.02939	16.54724	-31.65076	22.28204	2.1806	36.041
394.45	4.301	16.4975	0.49647	-0.90453	-0.02397	18.2852	-33.99091	23.03276	2.1806	36.041
395.45	4.301	16.4975	0.47757	-0.90847	-0.03684	18.28891	-34.89451	23.23304	2.1806	36.041
396.45	4.301	16.4975	0.474	-0.91636	-0.037	18.14266	-34.13515	22.89052	2.1806	36.041
397.45	4.301	16.4975	0.47805	-0.91636	-0.04495	18.28228	-34.44056	23.95014	2.1806	36.041
398.45	4.301	16.4975	0.48536	-0.91242	-0.03251	17.99024	-33.52335	23.74534	2.1806	36.041
399.45	4.301	16.4975	0.88054	-0.37616	0.07322	-13.94699	-29.33558	9.1206	2.1806	36.041
400.45	4.301	16.4975	0.94582	0.04592	0.07719	-34.55547	-28.96594	8.08859	2.1806	36.041
401.45	4.301	16.4975	0.94032	0.19189	0.07753	-40.91195	-27.60801	9.26606	2.1806	36.041
402.45	4.301	16.4975	0.93217	0.09328	0.08902	-19.86159	-25.7475	6.60948	2.1806	36.041
403.45	4.301	16.4975	0.92678	0.21954	0.11764	-19.97283	-29.51352	4.44514	2.1806	36.041
404.45	4.301	16.4975	1.0261	0.10903	0.18574	-13.32331	-32.84137	4.27573	2.1806	36.041
404.45	4.301	16.4975	1.0261	0.10903	0.18574	-13.32331	-32.84137	4.27573	2.1806	36.041
405.45	4.301	16.4975	1.01347	0.0459	0.16478	-10.57108	-35.38182	4.30796	2.1806	36.041
